SKU,Retailer,Store,Region,Beginning Inventory,Ending Inventory,Reorder Point,Lead Time (days)
SKU-CL-00174,Sam's Club,SAM-03-008,West,497,415,73,3
SKU-CL-00174,Sam's Club,SAM-01-005,Midwest,98,0,167,9
SKU-CL-00174,Sam's Club,SAM-02-002,South,231,312,54,3
SKU-CL-00174,Sam's Club,SAM-02-006,South,266,125,139,13
SKU-CL-00174,Sam's Club,SAM-01-001,Midwest,424,486,43,5
SKU-CL-00174,Sam's Club,SAM-01-004,Midwest,206,287,60,10
SKU-CL-00174,Sam's Club,SAM-01-009,Midwest,217,380,94,13
SKU-CL-00174,Sam's Club,SAM-02-007,South,818,755,164,6
SKU-CL-00174,Sam's Club,SAM-02-009,South,62,0,60,8
SKU-CL-00174,Sam's Club,SAM-03-002,West,231,428,136,13
SKU-CL-00174,Costco,COST-02-006,South,487,559,124,13
SKU-CL-00174,Costco,COST-03-003,West,886,737,150,8
SKU-CL-00174,Costco,COST-03-004,West,839,712,137,9
SKU-CL-00174,Costco,COST-02-002,South,385,505,159,12
SKU-CL-00174,Costco,COST-02-003,South,484,596,79,6
SKU-CL-00174,Costco,COST-01-006,Midwest,676,545,144,6
SKU-CL-00174,Costco,COST-03-005,West,496,492,91,5
SKU-CL-00174,Costco,COST-03-002,West,120,0,157,11
SKU-CL-00174,Costco,COST-03-001,West,527,535,169,9
SKU-CL-00174,Costco,COST-01-005,Midwest,66,0,118,9
SKU-CL-00174,Costco,COST-01-003,Midwest,906,924,73,3
SKU-CL-00174,Costco,COST-02-005,South,475,346,148,7
SKU-CL-00174,Costco,COST-02-001,South,580,434,103,8
SKU-CL-00174,Costco,COST-01-001,Midwest,389,463,31,9
SKU-CL-00174,Costco,COST-02-004,South,620,341,63,8
SKU-CL-00175,Walmart,WMT-02-002,South,854,720,106,12
SKU-CL-00175,Walmart,WMT-03-005,West,474,559,145,7
SKU-CL-00175,Walmart,WMT-01-008,Midwest,131,136,132,8
SKU-CL-00175,Walmart,WMT-01-002,Midwest,772,544,110,9
SKU-CL-00175,Walmart,WMT-04-001,Northeast,386,477,43,13
SKU-CL-00175,Walmart,WMT-02-006,South,53,0,118,9
SKU-CL-00175,Walmart,WMT-02-005,South,348,520,91,4
SKU-CL-00175,Walmart,WMT-01-007,Midwest,545,279,100,8
SKU-CL-00175,Walmart,WMT-03-002,West,649,770,93,7
SKU-CL-00175,Walmart,WMT-01-005,Midwest,822,964,83,5
SKU-CL-00175,Walmart,WMT-01-014,Midwest,274,236,159,8
SKU-CL-00175,Walmart,WMT-01-003,Midwest,602,322,50,8
SKU-CL-00175,Walmart,WMT-03-009,West,166,128,100,9
SKU-CL-00175,Walmart,WMT-01-004,Midwest,689,424,27,4
SKU-CL-00175,Walmart,WMT-01-013,Midwest,714,440,54,12
SKU-CL-00175,Walmart,WMT-03-011,West,73,0,57,4
SKU-CL-00175,Walmart,WMT-01-009,Midwest,63,245,43,11
SKU-CL-00175,Walmart,WMT-03-010,West,826,935,56,12
SKU-CL-00175,Walmart,WMT-02-011,South,931,928,140,6
SKU-CL-00175,Walmart,WMT-03-015,West,510,529,167,4
SKU-CL-00175,Walmart,WMT-03-003,West,529,400,161,5
SKU-CL-00175,Walmart,WMT-04-003,Northeast,729,907,128,12
SKU-CL-00175,Walmart,WMT-01-010,Midwest,763,805,110,10
SKU-CL-00175,Walmart,WMT-02-003,South,108,87,50,13
SKU-CL-00175,Walmart,WMT-02-010,South,489,260,78,8
SKU-CL-00175,Walmart,WMT-01-001,Midwest,569,711,55,6
SKU-CL-00175,Walmart,WMT-02-012,South,215,332,59,13
SKU-CL-00175,Walmart,WMT-03-007,West,135,56,152,14
SKU-CL-00175,Walmart,WMT-03-014,West,444,340,119,5
SKU-CL-00175,Walmart,WMT-01-006,Midwest,448,313,157,5
SKU-CL-00175,Sam's Club,SAM-03-002,West,329,334,157,4
SKU-CL-00175,Sam's Club,SAM-03-005,West,930,799,85,11
SKU-CL-00175,Sam's Club,SAM-02-009,South,106,179,40,10
SKU-CL-00175,Sam's Club,SAM-01-010,Midwest,93,207,161,9
SKU-CL-00175,Sam's Club,SAM-01-006,Midwest,711,868,30,8
SKU-CL-00175,Sam's Club,SAM-02-005,South,758,638,88,5
SKU-CL-00175,Sam's Club,SAM-02-006,South,432,524,110,10
SKU-CL-00175,Sam's Club,SAM-01-004,Midwest,97,35,145,4
SKU-CL-00175,Sam's Club,SAM-02-004,South,157,215,100,6
SKU-CL-00175,Sam's Club,SAM-03-008,West,936,812,82,5
SKU-CL-00175,Sam's Club,SAM-02-001,South,652,663,60,6
SKU-CL-00175,Sam's Club,SAM-01-002,Midwest,682,580,75,5
SKU-CL-00175,Sam's Club,SAM-01-007,Midwest,576,751,74,12
SKU-CL-00175,Sam's Club,SAM-03-004,West,258,254,149,12
SKU-CL-00175,Sam's Club,SAM-01-009,Midwest,562,735,105,6
SKU-CL-00175,Sam's Club,SAM-02-010,South,699,809,139,8
SKU-CL-00175,Sam's Club,SAM-02-003,South,98,60,106,6
SKU-CL-00175,Sam's Club,SAM-01-003,Midwest,482,618,112,7
SKU-CL-00175,Sam's Club,SAM-01-008,Midwest,795,702,147,10
SKU-CL-00175,Sam's Club,SAM-03-007,West,242,197,37,10
SKU-CL-00175,Costco,COST-02-005,South,562,501,93,6
SKU-CL-00175,Costco,COST-01-002,Midwest,521,267,24,14
SKU-CL-00175,Costco,COST-03-002,West,476,360,89,10
SKU-CL-00175,Costco,COST-03-006,West,940,952,68,11
SKU-CL-00175,Costco,COST-02-002,South,683,457,86,5
SKU-CL-00175,Costco,COST-02-003,South,69,173,104,6
SKU-CL-00175,Costco,COST-01-003,Midwest,654,526,135,7
SKU-CL-00175,Costco,COST-03-004,West,538,700,113,7
SKU-CL-00175,Costco,COST-03-001,West,111,226,82,11
SKU-CL-00175,Costco,COST-02-001,South,236,102,30,6
SKU-CL-00175,Costco,COST-03-005,West,112,78,59,10
SKU-CL-00175,Costco,COST-03-003,West,630,581,134,5
SKU-CL-00175,Costco,COST-01-001,Midwest,716,722,161,3
SKU-CL-00175,Costco,COST-01-005,Midwest,229,367,141,13
SKU-CL-00175,Costco,COST-01-004,Midwest,209,340,30,12
SKU-PF-00176,Walmart,WMT-01-012,Midwest,202,297,86,12
SKU-PF-00176,Walmart,WMT-02-003,South,528,443,133,12
SKU-PF-00176,Walmart,WMT-03-010,West,76,0,117,4
SKU-PF-00176,Walmart,WMT-01-007,Midwest,101,158,73,7
SKU-PF-00176,Walmart,WMT-02-010,South,557,285,30,9
SKU-PF-00176,Walmart,WMT-04-002,Northeast,404,309,34,11
SKU-PF-00176,Walmart,WMT-03-008,West,711,639,115,12
SKU-PF-00176,Walmart,WMT-01-011,Midwest,319,142,78,13
SKU-PF-00176,Walmart,WMT-02-015,South,205,73,161,4
SKU-PF-00176,Walmart,WMT-03-003,West,480,663,126,6
SKU-PF-00176,Walmart,WMT-01-006,Midwest,363,84,81,5
SKU-PF-00176,Walmart,WMT-01-004,Midwest,667,624,163,12
SKU-PF-00176,Walmart,WMT-02-008,South,697,608,76,5
SKU-PF-00176,Walmart,WMT-01-003,Midwest,542,412,140,10
SKU-PF-00176,Walmart,WMT-02-011,South,586,521,59,11
SKU-PF-00176,Walmart,WMT-04-001,Northeast,592,453,141,3
SKU-PF-00176,Walmart,WMT-01-015,Midwest,328,296,62,10
SKU-PF-00176,Walmart,WMT-01-008,Midwest,425,167,93,7
SKU-PF-00176,Walmart,WMT-03-001,West,948,1022,33,11
SKU-PF-00176,Walmart,WMT-03-015,West,624,574,133,13
SKU-PF-00176,Walmart,WMT-01-010,Midwest,748,506,82,10
SKU-PF-00176,Walmart,WMT-02-006,South,847,1037,32,8
SKU-PF-00176,Walmart,WMT-02-012,South,242,84,105,14
SKU-PF-00176,Walmart,WMT-01-009,Midwest,562,477,66,13
SKU-PF-00176,Walmart,WMT-02-004,South,900,791,42,10
SKU-PF-00176,Walmart,WMT-02-009,South,897,833,160,10
SKU-PF-00176,Walmart,WMT-03-014,West,903,953,23,10
SKU-PF-00176,Walmart,WMT-02-013,South,562,554,134,8
SKU-PF-00176,Walmart,WMT-03-006,West,431,151,82,13
SKU-PF-00176,Walmart,WMT-03-005,West,773,950,86,4
SKU-PF-00176,Sam's Club,SAM-01-002,Midwest,813,730,20,14
SKU-PF-00176,Sam's Club,SAM-01-001,Midwest,324,264,124,4
SKU-PF-00176,Sam's Club,SAM-01-003,Midwest,671,705,34,8
SKU-PF-00176,Sam's Club,SAM-03-007,West,430,544,97,12
SKU-PF-00176,Sam's Club,SAM-02-002,South,754,646,148,10
SKU-PF-00176,Sam's Club,SAM-01-007,Midwest,918,655,114,7
SKU-PF-00176,Sam's Club,SAM-03-008,West,422,568,61,3
SKU-PF-00176,Sam's Club,SAM-03-002,West,172,107,91,10
SKU-PF-00176,Sam's Club,SAM-02-003,South,434,302,84,12
SKU-PF-00176,Sam's Club,SAM-01-006,Midwest,267,95,120,3
SKU-PF-00176,Sam's Club,SAM-02-005,South,73,55,111,12
SKU-PF-00176,Sam's Club,SAM-01-005,Midwest,763,827,153,6
SKU-PF-00176,Sam's Club,SAM-03-005,West,642,647,52,14
SKU-PF-00176,Sam's Club,SAM-01-009,Midwest,62,0,148,14
SKU-PF-00176,Sam's Club,SAM-01-008,Midwest,563,749,115,13
SKU-PF-00176,Sam's Club,SAM-02-006,South,326,214,34,12
SKU-PF-00176,Sam's Club,SAM-01-010,Midwest,768,894,79,11
SKU-PF-00176,Sam's Club,SAM-02-007,South,595,590,31,5
SKU-PF-00176,Sam's Club,SAM-01-004,Midwest,848,941,145,3
SKU-PF-00176,Sam's Club,SAM-03-001,West,359,86,127,9
SKU-PF-00176,Costco,COST-01-002,Midwest,481,319,125,12
SKU-PF-00176,Costco,COST-01-003,Midwest,346,149,153,10
SKU-PF-00176,Costco,COST-03-003,West,534,605,97,9
SKU-PF-00176,Costco,COST-02-006,South,96,91,125,8
SKU-PF-00176,Costco,COST-01-001,Midwest,840,964,170,4
SKU-PF-00176,Costco,COST-02-001,South,133,80,28,13
SKU-PF-00176,Costco,COST-01-004,Midwest,489,496,149,9
SKU-PF-00176,Costco,COST-03-004,West,326,185,136,5
SKU-PF-00176,Costco,COST-03-001,West,836,671,163,12
SKU-PF-00176,Costco,COST-03-002,West,586,731,109,3
SKU-PF-00176,Costco,COST-01-005,Midwest,105,92,140,6
SKU-PF-00176,Costco,COST-03-006,West,85,0,37,3
SKU-PF-00176,Costco,COST-02-003,South,95,0,96,9
SKU-PF-00176,Costco,COST-02-002,South,855,763,90,12
SKU-PF-00176,Costco,COST-01-006,Midwest,493,622,32,7
SKU-BC-00177,Walmart,WMT-04-003,Northeast,80,0,33,4
SKU-BC-00177,Walmart,WMT-02-007,South,518,657,151,8
SKU-BC-00177,Walmart,WMT-01-007,Midwest,284,250,59,8
SKU-BC-00177,Walmart,WMT-04-002,Northeast,636,703,109,13
SKU-BC-00177,Walmart,WMT-02-014,South,345,380,163,8
SKU-BC-00177,Walmart,WMT-01-002,Midwest,333,263,134,14
SKU-BC-00177,Walmart,WMT-01-014,Midwest,724,845,168,10
SKU-BC-00177,Walmart,WMT-01-012,Midwest,596,454,110,14
SKU-BC-00177,Walmart,WMT-03-006,West,874,757,91,9
SKU-BC-00177,Walmart,WMT-03-005,West,547,509,100,11
SKU-BC-00177,Walmart,WMT-01-011,Midwest,128,80,53,11
SKU-BC-00177,Walmart,WMT-02-013,South,756,775,144,11
SKU-BC-00177,Walmart,WMT-03-015,West,670,394,108,12
SKU-BC-00177,Walmart,WMT-02-015,South,228,172,46,13
SKU-BC-00177,Walmart,WMT-03-007,West,894,1041,51,4
SKU-BC-00177,Walmart,WMT-03-010,West,756,833,49,6
SKU-BC-00177,Walmart,WMT-03-009,West,445,357,134,4
SKU-BC-00177,Walmart,WMT-01-005,Midwest,430,187,23,4
SKU-BC-00177,Walmart,WMT-03-011,West,758,714,144,9
SKU-BC-00177,Walmart,WMT-01-001,Midwest,761,841,96,7
SKU-BC-00177,Walmart,WMT-03-002,West,61,0,108,7
SKU-BC-00177,Walmart,WMT-03-014,West,166,338,70,3
SKU-BC-00177,Walmart,WMT-03-001,West,644,564,123,13
SKU-BC-00177,Walmart,WMT-01-008,Midwest,896,717,48,11
SKU-BC-00177,Walmart,WMT-03-013,West,756,900,142,11
SKU-BC-00177,Walmart,WMT-02-008,South,688,453,148,9
SKU-BC-00177,Walmart,WMT-01-013,Midwest,711,780,74,13
SKU-BC-00177,Walmart,WMT-01-009,Midwest,217,108,74,5
SKU-BC-00177,Walmart,WMT-02-004,South,166,114,82,11
SKU-BC-00177,Walmart,WMT-03-012,West,770,678,90,10
SKU-BC-00177,Sam's Club,SAM-02-006,South,484,232,64,4
SKU-BC-00177,Sam's Club,SAM-03-008,West,662,389,153,4
SKU-BC-00177,Sam's Club,SAM-01-009,Midwest,588,486,135,5
SKU-BC-00177,Sam's Club,SAM-01-006,Midwest,918,682,69,7
SKU-BC-00177,Sam's Club,SAM-01-001,Midwest,397,268,83,3
SKU-BC-00177,Sam's Club,SAM-03-002,West,544,324,159,13
SKU-BC-00177,Sam's Club,SAM-01-002,Midwest,850,843,43,3
SKU-BC-00177,Sam's Club,SAM-03-007,West,388,354,28,12
SKU-BC-00177,Sam's Club,SAM-02-010,South,317,164,169,10
SKU-BC-00177,Sam's Club,SAM-01-007,Midwest,940,1019,55,8
SKU-BC-00177,Sam's Club,SAM-02-009,South,922,1111,70,5
SKU-BC-00177,Sam's Club,SAM-03-006,West,582,413,52,4
SKU-BC-00177,Sam's Club,SAM-02-001,South,623,488,75,10
SKU-BC-00177,Sam's Club,SAM-01-004,Midwest,850,1033,85,11
SKU-BC-00177,Sam's Club,SAM-01-005,Midwest,544,283,73,3
SKU-BC-00177,Sam's Club,SAM-02-005,South,325,215,138,13
SKU-BC-00177,Sam's Club,SAM-01-008,Midwest,395,309,123,4
SKU-BC-00177,Sam's Club,SAM-02-008,South,344,525,85,10
SKU-BC-00177,Sam's Club,SAM-01-010,Midwest,833,554,26,13
SKU-BC-00177,Sam's Club,SAM-03-005,West,771,726,90,12
SKU-BC-00177,Costco,COST-02-005,South,784,876,151,14
SKU-BC-00177,Costco,COST-01-003,Midwest,794,589,87,11
SKU-BC-00177,Costco,COST-01-002,Midwest,491,320,54,10
SKU-BC-00177,Costco,COST-03-004,West,787,932,27,10
SKU-BC-00177,Costco,COST-03-003,West,702,681,166,4
SKU-BC-00177,Costco,COST-01-005,Midwest,395,214,64,11
SKU-BC-00177,Costco,COST-03-002,West,392,585,148,11
SKU-BC-00177,Costco,COST-03-006,West,337,522,75,8
SKU-BC-00177,Costco,COST-02-001,South,323,227,140,11
SKU-BC-00177,Costco,COST-01-004,Midwest,171,287,87,10
SKU-BC-00177,Costco,COST-03-005,West,468,266,26,8
SKU-BC-00177,Costco,COST-02-004,South,330,280,87,3
SKU-BC-00177,Costco,COST-03-001,West,338,154,88,3
SKU-BC-00177,Costco,COST-02-006,South,338,153,78,9
SKU-BC-00177,Costco,COST-01-001,Midwest,587,447,150,5
SKU-PC-00178,Walmart,WMT-01-014,Midwest,387,524,38,9
SKU-PC-00178,Walmart,WMT-03-015,West,111,216,55,5
SKU-PC-00178,Walmart,WMT-03-003,West,879,759,64,5
SKU-PC-00178,Walmart,WMT-03-011,West,486,348,61,3
SKU-PC-00178,Walmart,WMT-01-011,Midwest,57,160,117,14
SKU-PC-00178,Walmart,WMT-03-005,West,442,444,131,3
SKU-PC-00178,Walmart,WMT-03-009,West,135,0,170,3
SKU-PC-00178,Walmart,WMT-01-003,Midwest,267,434,123,13
SKU-PC-00178,Walmart,WMT-01-002,Midwest,379,300,62,10
SKU-PC-00178,Walmart,WMT-01-015,Midwest,58,255,70,12
SKU-PC-00178,Walmart,WMT-03-004,West,537,497,51,12
SKU-PC-00178,Walmart,WMT-03-013,West,109,113,130,11
SKU-PC-00178,Walmart,WMT-03-008,West,588,432,37,13
SKU-PC-00178,Walmart,WMT-02-013,South,723,753,122,10
SKU-PC-00178,Walmart,WMT-03-007,West,292,196,131,7
SKU-PC-00178,Walmart,WMT-01-005,Midwest,324,200,93,8
SKU-PC-00178,Walmart,WMT-01-010,Midwest,520,527,55,3
SKU-PC-00178,Walmart,WMT-03-001,West,353,249,119,3
SKU-PC-00178,Walmart,WMT-01-008,Midwest,214,39,113,11
SKU-PC-00178,Walmart,WMT-01-009,Midwest,264,251,154,7
SKU-PC-00178,Walmart,WMT-02-010,South,418,339,61,5
SKU-PC-00178,Walmart,WMT-03-002,West,305,82,159,9
SKU-PC-00178,Walmart,WMT-01-001,Midwest,534,552,72,4
SKU-PC-00178,Walmart,WMT-03-014,West,466,567,103,4
SKU-PC-00178,Walmart,WMT-01-007,Midwest,383,106,127,11
SKU-PC-00178,Walmart,WMT-04-003,Northeast,71,187,106,14
SKU-PC-00178,Walmart,WMT-02-004,South,339,108,135,11
SKU-PC-00178,Walmart,WMT-01-004,Midwest,850,875,150,9
SKU-PC-00178,Walmart,WMT-02-008,South,458,197,111,8
SKU-PC-00178,Walmart,WMT-04-001,Northeast,147,104,110,13
SKU-PC-00178,Sam's Club,SAM-01-008,Midwest,588,718,58,3
SKU-PC-00178,Sam's Club,SAM-02-010,South,487,227,27,13
SKU-PC-00178,Sam's Club,SAM-03-003,West,626,707,91,12
SKU-PC-00178,Sam's Club,SAM-01-009,Midwest,50,0,81,4
SKU-PC-00178,Sam's Club,SAM-03-001,West,495,561,68,5
SKU-PC-00178,Sam's Club,SAM-02-007,South,669,491,50,10
SKU-PC-00178,Sam's Club,SAM-03-006,West,380,342,148,12
SKU-PC-00178,Sam's Club,SAM-02-003,South,389,543,108,14
SKU-PC-00178,Sam's Club,SAM-01-005,Midwest,568,369,162,9
SKU-PC-00178,Sam's Club,SAM-01-006,Midwest,721,697,81,9
SKU-PC-00178,Sam's Club,SAM-02-008,South,404,571,83,3
SKU-PC-00178,Sam's Club,SAM-01-001,Midwest,839,1003,40,9
SKU-PC-00178,Sam's Club,SAM-03-002,West,429,554,149,13
SKU-PC-00178,Sam's Club,SAM-01-003,Midwest,521,580,126,11
SKU-PC-00178,Sam's Club,SAM-02-002,South,126,296,118,13
SKU-PC-00178,Sam's Club,SAM-02-001,South,917,850,158,9
SKU-PC-00178,Sam's Club,SAM-01-002,Midwest,809,893,156,14
SKU-PC-00178,Sam's Club,SAM-03-007,West,274,102,140,6
SKU-PC-00178,Sam's Club,SAM-03-004,West,600,703,116,10
SKU-PC-00178,Sam's Club,SAM-02-006,South,218,114,118,13
SKU-PC-00178,Costco,COST-01-004,Midwest,645,513,24,6
SKU-PC-00178,Costco,COST-02-004,South,892,810,22,4
SKU-PC-00178,Costco,COST-03-006,West,371,99,88,12
SKU-PC-00178,Costco,COST-03-001,West,641,709,165,11
SKU-PC-00178,Costco,COST-03-002,West,180,237,113,3
SKU-PC-00178,Costco,COST-01-002,Midwest,915,803,32,9
SKU-PC-00178,Costco,COST-02-003,South,526,467,80,4
SKU-PC-00178,Costco,COST-03-004,West,926,954,40,12
SKU-PC-00178,Costco,COST-01-005,Midwest,581,749,122,4
SKU-PC-00178,Costco,COST-02-005,South,816,651,141,10
SKU-PC-00178,Costco,COST-03-005,West,97,122,28,13
SKU-PC-00178,Costco,COST-01-006,Midwest,98,0,128,4
SKU-PC-00178,Costco,COST-02-006,South,279,475,104,6
SKU-PC-00178,Costco,COST-03-003,West,148,54,130,3
SKU-PC-00178,Costco,COST-02-001,South,724,843,156,5
SKU-BC-00179,Walmart,WMT-01-012,Midwest,786,924,102,8
SKU-BC-00179,Walmart,WMT-02-004,South,77,16,148,5
SKU-BC-00179,Walmart,WMT-03-012,West,589,566,166,13
SKU-BC-00179,Walmart,WMT-02-002,South,128,57,88,9
SKU-BC-00179,Walmart,WMT-04-003,Northeast,411,486,64,12
SKU-BC-00179,Walmart,WMT-01-002,Midwest,361,305,145,11
SKU-BC-00179,Walmart,WMT-02-012,South,469,545,119,12
SKU-BC-00179,Walmart,WMT-02-013,South,273,106,38,8
SKU-BC-00179,Walmart,WMT-01-015,Midwest,864,606,69,11
SKU-BC-00179,Walmart,WMT-03-013,West,589,372,74,4
SKU-BC-00179,Walmart,WMT-01-006,Midwest,901,881,51,14
SKU-BC-00179,Walmart,WMT-04-001,Northeast,645,738,48,12
SKU-BC-00179,Walmart,WMT-03-015,West,276,345,21,3
SKU-BC-00179,Walmart,WMT-01-009,Midwest,212,365,86,12
SKU-BC-00179,Walmart,WMT-03-008,West,663,403,144,7
SKU-BC-00179,Walmart,WMT-02-014,South,326,270,32,10
SKU-BC-00179,Walmart,WMT-03-006,West,710,651,77,10
SKU-BC-00179,Walmart,WMT-03-007,West,743,490,146,14
SKU-BC-00179,Walmart,WMT-02-010,South,692,669,170,12
SKU-BC-00179,Walmart,WMT-01-014,Midwest,334,66,66,11
SKU-BC-00179,Walmart,WMT-01-005,Midwest,807,789,113,6
SKU-BC-00179,Walmart,WMT-02-001,South,540,572,89,11
SKU-BC-00179,Walmart,WMT-03-001,West,315,105,166,14
SKU-BC-00179,Walmart,WMT-03-005,West,341,125,140,7
SKU-BC-00179,Walmart,WMT-01-001,Midwest,125,19,141,12
SKU-BC-00179,Walmart,WMT-02-015,South,854,610,77,3
SKU-BC-00179,Walmart,WMT-03-011,West,720,858,25,3
SKU-BC-00179,Walmart,WMT-01-011,Midwest,55,0,68,3
SKU-BC-00179,Walmart,WMT-01-010,Midwest,551,532,132,11
SKU-BC-00179,Walmart,WMT-01-004,Midwest,287,288,111,8
SKU-BC-00179,Sam's Club,SAM-01-002,Midwest,148,11,122,12
SKU-BC-00179,Sam's Club,SAM-02-006,South,393,191,91,13
SKU-BC-00179,Sam's Club,SAM-02-007,South,823,707,152,12
SKU-BC-00179,Sam's Club,SAM-01-009,Midwest,676,779,39,11
SKU-BC-00179,Sam's Club,SAM-02-008,South,931,1122,59,8
SKU-BC-00179,Sam's Club,SAM-03-006,West,818,923,133,13
SKU-BC-00179,Sam's Club,SAM-01-007,Midwest,905,861,146,4
SKU-BC-00179,Sam's Club,SAM-02-002,South,730,475,26,7
SKU-BC-00179,Sam's Club,SAM-02-001,South,55,0,32,14
SKU-BC-00179,Sam's Club,SAM-03-005,West,713,720,133,8
SKU-BC-00179,Sam's Club,SAM-01-003,Midwest,147,31,93,12
SKU-BC-00179,Sam's Club,SAM-01-006,Midwest,706,455,112,8
SKU-BC-00179,Sam's Club,SAM-01-001,Midwest,790,848,164,10
SKU-BC-00179,Sam's Club,SAM-03-002,West,899,630,88,4
SKU-BC-00179,Sam's Club,SAM-02-009,South,689,472,78,11
SKU-BC-00179,Sam's Club,SAM-03-008,West,177,53,101,3
SKU-BC-00179,Sam's Club,SAM-01-005,Midwest,718,466,41,11
SKU-BC-00179,Sam's Club,SAM-02-005,South,777,711,164,6
SKU-BC-00179,Sam's Club,SAM-03-001,West,257,346,155,13
SKU-BC-00179,Sam's Club,SAM-02-003,South,436,176,137,14
SKU-BC-00179,Costco,COST-02-003,South,444,425,129,8
SKU-BC-00179,Costco,COST-01-003,Midwest,361,256,87,5
SKU-BC-00179,Costco,COST-01-002,Midwest,802,694,108,4
SKU-BC-00179,Costco,COST-03-006,West,866,658,50,6
SKU-BC-00179,Costco,COST-03-001,West,632,527,124,9
SKU-BC-00179,Costco,COST-01-005,Midwest,905,1095,44,5
SKU-BC-00179,Costco,COST-02-005,South,356,490,69,5
SKU-BC-00179,Costco,COST-02-006,South,305,71,87,10
SKU-BC-00179,Costco,COST-01-001,Midwest,312,374,86,7
SKU-BC-00179,Costco,COST-03-004,West,362,329,103,13
SKU-BC-00179,Costco,COST-01-004,Midwest,773,847,22,11
SKU-BC-00179,Costco,COST-02-002,South,652,421,73,8
SKU-BC-00179,Costco,COST-03-005,West,808,683,159,9
SKU-BC-00179,Costco,COST-01-006,Midwest,50,0,110,14
SKU-BC-00179,Costco,COST-02-004,South,340,533,43,10
SKU-HH-00180,Walmart,WMT-03-002,West,442,231,86,13
SKU-HH-00180,Walmart,WMT-01-014,Midwest,385,409,147,5
SKU-HH-00180,Walmart,WMT-03-015,West,275,158,81,3
SKU-HH-00180,Walmart,WMT-02-008,South,858,671,62,3
SKU-HH-00180,Walmart,WMT-01-002,Midwest,382,318,127,12
SKU-HH-00180,Walmart,WMT-01-008,Midwest,519,303,142,10
SKU-HH-00180,Walmart,WMT-04-002,Northeast,65,108,53,11
SKU-HH-00180,Walmart,WMT-03-012,West,917,743,73,3
SKU-HH-00180,Walmart,WMT-02-002,South,562,748,108,10
SKU-HH-00180,Walmart,WMT-01-012,Midwest,660,382,98,9
SKU-HH-00180,Walmart,WMT-01-007,Midwest,748,679,27,9
SKU-HH-00180,Walmart,WMT-03-007,West,273,161,111,13
SKU-HH-00180,Walmart,WMT-03-011,West,398,165,145,12
SKU-HH-00180,Walmart,WMT-01-015,Midwest,887,845,78,3
SKU-HH-00180,Walmart,WMT-01-001,Midwest,267,93,164,12
SKU-HH-00180,Walmart,WMT-03-005,West,716,472,145,13
SKU-HH-00180,Walmart,WMT-02-014,South,277,178,55,3
SKU-HH-00180,Walmart,WMT-02-012,South,641,608,136,5
SKU-HH-00180,Walmart,WMT-03-001,West,556,451,33,9
SKU-HH-00180,Walmart,WMT-02-015,South,724,898,123,5
SKU-HH-00180,Walmart,WMT-03-010,West,686,629,114,7
SKU-HH-00180,Walmart,WMT-02-007,South,273,267,47,12
SKU-HH-00180,Walmart,WMT-01-013,Midwest,178,0,97,3
SKU-HH-00180,Walmart,WMT-02-003,South,115,198,81,14
SKU-HH-00180,Walmart,WMT-03-009,West,872,619,127,12
SKU-HH-00180,Walmart,WMT-01-004,Midwest,344,531,130,6
SKU-HH-00180,Walmart,WMT-02-009,South,889,777,93,9
SKU-HH-00180,Walmart,WMT-01-003,Midwest,311,352,124,5
SKU-HH-00180,Walmart,WMT-01-006,Midwest,905,1018,118,12
SKU-HH-00180,Walmart,WMT-02-013,South,437,213,88,3
SKU-HH-00180,Costco,COST-03-004,West,201,221,48,9
SKU-HH-00180,Costco,COST-02-004,South,479,546,112,11
SKU-HH-00180,Costco,COST-03-006,West,427,304,90,6
SKU-HH-00180,Costco,COST-02-001,South,149,145,60,3
SKU-HH-00180,Costco,COST-02-003,South,445,182,97,10
SKU-HH-00180,Costco,COST-02-002,South,779,652,82,13
SKU-HH-00180,Costco,COST-01-001,Midwest,173,108,77,5
SKU-HH-00180,Costco,COST-01-006,Midwest,648,746,78,14
SKU-HH-00180,Costco,COST-03-005,West,586,481,109,4
SKU-HH-00180,Costco,COST-02-006,South,440,516,135,7
SKU-HH-00180,Costco,COST-03-002,West,59,47,102,3
SKU-HH-00180,Costco,COST-01-002,Midwest,661,696,149,8
SKU-HH-00180,Costco,COST-01-004,Midwest,325,129,31,7
SKU-HH-00180,Costco,COST-03-001,West,338,157,62,10
SKU-HH-00180,Costco,COST-01-005,Midwest,634,401,125,11
SKU-CL-00181,Walmart,WMT-03-005,West,615,762,100,3
SKU-CL-00181,Walmart,WMT-02-004,South,544,523,90,10
SKU-CL-00181,Walmart,WMT-01-005,Midwest,470,644,71,3
SKU-CL-00181,Walmart,WMT-02-015,South,916,850,76,4
SKU-CL-00181,Walmart,WMT-03-014,West,432,316,81,14
SKU-CL-00181,Walmart,WMT-01-003,Midwest,763,632,76,9
SKU-CL-00181,Walmart,WMT-04-001,Northeast,86,16,152,5
SKU-CL-00181,Walmart,WMT-04-003,Northeast,596,503,91,14
SKU-CL-00181,Walmart,WMT-02-005,South,376,372,146,7
SKU-CL-00181,Walmart,WMT-02-009,South,400,387,53,3
SKU-CL-00181,Walmart,WMT-01-015,Midwest,287,253,133,3
SKU-CL-00181,Walmart,WMT-03-012,West,792,633,62,7
